year,color,mileage,motor,shasi,body,Insurance,price
۱۴۰۱,سفید,۸٬۹۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,۴۶۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,سفید,۴۵۰٬۰۰۰,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۱۰ ماه,۲۶۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,مشکی,۳۰٬۰۰۰,سالم,ضربه‌خورده,تمام‌رنگ,۶ ماه,۱۵۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,مشکی,۲۰۱٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۳۴۳٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,نقره‌ای,۲۲۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,۲۶۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۲۱۴٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,۲۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۱,سفید,۱۶۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۲۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۲۴۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۵ ماه,۲۵۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید صدفی,۷۰٬۰۰۰,,سالم و پلمپ,سالم و بی‌خط و خش,,۴۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۷,سفید,۳۰۲٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۲۸۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۱۴۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,۳۶۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۲۴٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,۴۱۳٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,خاکستری,۲۳۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,۲۴۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۳۲٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۴۰۸٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,خاکستری,۵۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,۳۷۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۱,مشکی,۳۹۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱ ماه,۱۵۸٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۴۵٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,۴۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,طلایی,۲۰۰٬۰۰۰,سالم,سالم و پلمپ,تمام‌رنگ,۱۱ ماه,۲۲۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,خاکستری,۳۱۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۲۳۲٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۱۵٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۲ ماه,۴۳۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۷,بژ,۲۳۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,۲۵۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,سفید,۳۰۶٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۴ ماه,۲۵۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۷۱٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۴ ماه,۳۵۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۱۸۵٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۳۷۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,آبی,۲۱٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,۱۱۱٬۱۱۰٬۰۰۰ تومان
۱۴۰۱,سفید صدفی,۳۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۴۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۱۶۷٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۰ ماه,۲۷۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۲۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۴۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۵,خاکستری,۲۵۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۷ ماه,۲۵۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۴۵٬۱۵۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۱۰٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۳۹۷,سفید,۱۲۷٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,۳۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقره‌ای,۴۷۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۸ ماه,۱۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۳۵٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۴۳۷٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,,۴۹۸٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقره‌ای,۱۳۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۷ ماه,۲۴۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۵۲٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,۴۱۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۳۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,۵۱۲٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,آلبالویی,۲۰۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,,۱۷۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۱,سفید,۲۲۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۵ ماه,۲۸۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۴۵٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۳۷۸٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۱٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۴۹۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,مشکی,۱۳٬۸۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,۶۴۴٬۰۰۰٬۰۰۰ تومان
۱۳۸۵,خاکستری,۲۵۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۳ ماه,۲۳۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,سفید,۱۲۵٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,۳۵۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سفید,۳۵٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۴۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۲,سفید,۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۱۱٬۱۱۱٬۱۱۱٬۱۱۱ تومان
۱۳۹۶,سفید,۱۶۸٬۵۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,۳۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۱۲۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۴۵۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,مشکی,۱۸٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۴۳۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سفید,۳۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۴۳۲٬۰۰۰٬۰۰۰ تومان
۱۳۹۴,سفید,۱۴۵٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,۳۴۸٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۰,,,سالم و بی‌خط و خش,۶ ماه,۱٬۱۱۱٬۱۱۱٬۱۱۱ تومان
۱۳۹۸,سفید,۸۳٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۳ ماه,۴۰۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,یشمی,۴۷۱٬۰۸۶,سالم,سالم و پلمپ,تمام‌رنگ,۶ ماه,۱۲٬۳۴۵٬۶۷۸ تومان
۱۳۸۴,نقره‌ای,۲۱۰٬۰۰۰,سالم,سالم و پلمپ,تمام‌رنگ,۱۰ ماه,۲۰۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,سفید,۲۱۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,۲۵۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,بژ,۲۴۲٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی، در ۲ ناحیه,۱ ماه,۲۱۸٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,سفید,۱۰۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,۳۵۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,خاکستری,۲۱۴٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,۲۶۵٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۳۸۸,سفید,۲۲۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,۲۵۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۴,نوک‌مدادی,۱۴۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,۳۳۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۵۳۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۶۴٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۴۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,خاکستری,۸۱٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,,۳۸۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۳٬۴۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۴۹۸٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,یشمی,۲۴۴٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۳ ماه,۲۰۸٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۳۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۴۲۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,,۵۰۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۱۷۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۳۰۳٬۰۰۰٬۰۰۰ تومان
۱۳۸۷,نوک‌مدادی,۳۶۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,۲۴۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۲۰۵٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی، در ۲ ناحیه,۱۲ ماه,۲۹۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,خاکستری,۲۲٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۵۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقره‌ای,۳۳۷٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۹ ماه,۱۹۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۵,خاکستری,۲۲۱٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۲ ماه,۲۱۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۳۸٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۴۷۸٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,خاکستری,۲۵٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,۴۳۵٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۳۸۴,خاکستری,۲۵۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۸ ماه,۲۲۲٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,آلبالویی,۱۸۹٬۰۰۰,سالم,سالم و پلمپ,تمام‌رنگ,۷ ماه,۱۸۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۲۷٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۴۷۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۶۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱ ماه,۳۸۹٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۳۹۸,سفید,۶۸٬۵۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۸ ماه,۳۷۵٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۳۹۰,سفید,۱۲۲٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۳ ماه,۲۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۴,سفید,۸۴٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱ ماه,۳۱۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,سفید,۳۳۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۱۲ ماه,۲۶۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۲۶۶٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۲۸۷٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سفید,۳۱٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,۳۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۱۳۵٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۳۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,مشکی,۶۰٬۰۰۰,سالم,ضربه‌خورده,سالم و بی‌خط و خش,۷ ماه,۳۶۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقره‌ای,۳۴۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۵ ماه,۱۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۱۳۵٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۷ ماه,۳۲۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۵,خاکستری,۱۲۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,۲۹۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,عنابی,۳۰۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۷ ماه,۱۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۵,نقره‌ای,۲۳۵٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱ ماه,۱۹۸٬۰۰۰٬۰۰۰ تومان
۱۳۸۶,خاکستری,۲۴۹٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۴ ماه,۲۰۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۷,سفید,۱۷۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۹ ماه,۲۲۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۸۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,۳۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۶۴٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,۴۰۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,خاکستری,۳۷۴٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,,۲۲۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۴۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۰۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,سفید صدفی,۱۱۸٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۳ ماه,۳۴۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۷۰٬۰۰۰,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۱ ماه,۳۹۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,سفید,۱۰۰٬۰۰۰,سالم,ضربه‌خورده,سالم و بی‌خط و خش,۶ ماه,۳۶۲٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,نقره‌ای,۱٬۱۱۱,سالم,سالم و پلمپ,دوررنگ,۶ ماه,۲۰۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۱۲۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,۳۸۲٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۷۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,۴۰۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,سفید,۲۴۱٬۱۱۱,سالم,سالم و پلمپ,تمام‌رنگ,۲ ماه,۲۱۸٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۱۸۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۴ ماه,۲۷۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۴,سفید,۱۱۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,,۱۱۱٬۱۱۱٬۱۱۱ تومان
۱۳۹۷,سفید,۷۷٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,۳۷۶٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,نقره‌ای,۳۶٬۰۰۰,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۶ ماه,۴۳۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۴,سفید,۶۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,۳۷۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۴,سفید,۱۶۶٬۰۰۰,تعویض شده,سالم و پلمپ,رنگ‌شدگی,۲ ماه,۳۰۷٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۳۶٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۳۸۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,مشکی,۲۷٬۰۰۰,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۹ ماه,۴۲۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۴,سفید,۱۶۹٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۵ ماه,۳۴۶٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,مشکی,۲۶۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۱ ماه,۲۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,نقره‌ای,۳۴۵٬۴۸۶,سالم,سالم و پلمپ,دوررنگ,۵ ماه,۲۲۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۲۲٬۰۰۰,,,سالم و بی‌خط و خش,۶ ماه,۴۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,خاکستری,۴۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,۴۱۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,آبی,۷۵٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۴۳۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید صدفی,۱۱٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۴۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,نوک‌مدادی,۶۵٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۵ ماه,۳۷۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,سفید,۱۸۱٬۴۱۰,سالم,سالم و پلمپ,رنگ‌شدگی,۳ ماه,۳۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,سفید,۱۰۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,۳۸۲٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۱۷٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی، در ۱ ناحیه,۱۲ ماه,۳۹۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,,۴۸۹٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۸۵٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,۴۰۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,سفید,۱۰۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۲ ماه,۴۰۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقرآبی,۴۰۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۹ ماه,۱۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,خاکستری,۱۴۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,,۳۶۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید صدفی,۴۳٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۵ ماه,۴۲۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,سفید,۱۲۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۳۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۵۸٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,۳۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,قرمز,۷۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,۴۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,نوک‌مدادی,۲۶۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۹ ماه,۲۵۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,نوک‌مدادی,۴۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۴۰۶٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۹۸٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۹ ماه,۱۱٬۱۱۱٬۱۱۱ تومان
۱۴۰۰,سفید,۴۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۲ ماه,۴۳۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۳۱۲٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,خاکستری,۲٬۱۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,۴۹۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۴۳٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,۴۳۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۶۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۶۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۲۲۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۲۶۲٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,مشکی,۲۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,۴۵۳٬۰۰۰٬۰۰۰ تومان
۱۳۸۱,سفید,۱۸۰٬۳۵۰,سالم,سالم و پلمپ,رنگ‌شدگی,۹ ماه,۲۲۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,نوک‌مدادی,۲۳۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,۲۵۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۲۹٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۴۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۸۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,۴۰۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۶۸٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱ ماه,۴۰۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سفید,۷٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,۴۷۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,خاکستری,۱۶٬۰۰۰,سالم,سالم و پلمپ,تصادفی,۴ ماه,۱۱۱٬۱۱۱٬۱۱۱ تومان
۱۴۰۱,سفید,۰,,,سالم و بی‌خط و خش,,۱۱٬۱۱۱٬۱۱۱ تومان
۱۴۰۱,سفید,۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۵۳۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,سفید,۸۵٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۳۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,سفید,۴۱٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی، در ۱ ناحیه,۸ ماه,۳۵۸٬۰۰۰٬۰۰۰ تومان
۱۳۸۷,خاکستری,۲۴۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۹ ماه,۲۳۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,سفید,۳۱۰٬۰۰۰,سالم,,رنگ‌شدگی,۱۱ ماه,۲۳۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,نقره‌ای,۲۰۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۶ ماه,۱۹۹٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,سفید,۵٬۲۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۴۱۰٬۰۰۰٬۰۰۰ تومان
